//Exported ASCII-File
[Header]
FileName = D:\User\WITec\Measurements\Romane\APTMS_DROPLETS.wip_2.wip
GraphName = 3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: Amp(0))
SizeX = 1
SizeY = 1
SizeGraph = 720
PositionUnit = µm
PositionX = 1071.7
PositionY = -10932.9
PositionZ = 93.68775
XAxisUnit = P
DataUnit = CCD cts

[Data]
X-Axis,3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: Amp(0))
P,CCD cts
 4.65000E+02, 2.62083E+01
 4.66000E+02, 2.74782E+01
 4.67000E+02, 2.52776E+01
 4.68000E+02, 2.66350E+01
 4.69000E+02, 2.48040E+01
 4.70000E+02, 2.48309E+01
 4.71000E+02, 2.73701E+01
 4.72000E+02, 2.74786E+01
 4.73000E+02, 2.73458E+01
 4.74000E+02, 2.68612E+01
 4.75000E+02, 2.66787E+01
 4.76000E+02, 2.64156E+01
 4.77000E+02, 2.63256E+01
 4.78000E+02, 2.61694E+01
 4.79000E+02, 2.47477E+01
 4.80000E+02, 2.79262E+01
 4.81000E+02, 2.52979E+01
 4.82000E+02, 2.45626E+01
 4.83000E+02, 2.62384E+01
 4.84000E+02, 2.79124E+01
 4.85000E+02, 2.70725E+01
 4.86000E+02, 2.57140E+01
 4.87000E+02, 2.58186E+01
 4.88000E+02, 2.66955E+01
 4.89000E+02, 2.53170E+01
 4.90000E+02, 2.63958E+01
 4.91000E+02, 2.57018E+01
 4.92000E+02, 2.58833E+01
 4.93000E+02, 2.55233E+01
 4.94000E+02, 2.56835E+01
 4.95000E+02, 2.46915E+01
 4.96000E+02, 2.60030E+01
 4.97000E+02, 2.53245E+01
 4.98000E+02, 2.75857E+01
 4.99000E+02, 2.49055E+01
 5.00000E+02, 2.61041E+01
 5.01000E+02, 2.55963E+01
 5.02000E+02, 2.60255E+01
 5.03000E+02, 2.47246E+01
 5.04000E+02, 2.45610E+01
 5.05000E+02, 2.60860E+01
 5.06000E+02, 2.47007E+01
 5.07000E+02, 2.38095E+01
 5.08000E+02, 2.33717E+01
 5.09000E+02, 2.52225E+01
 5.10000E+02, 2.61312E+01
 5.11000E+02, 2.51840E+01
 5.12000E+02, 2.50777E+01
 5.13000E+02, 2.70024E+01
 5.14000E+02, 2.57481E+01
 5.15000E+02, 2.61085E+01
 5.16000E+02, 2.59110E+01
 5.17000E+02, 2.37378E+01
 5.18000E+02, 2.44642E+01
 5.19000E+02, 2.49981E+01
 5.20000E+02, 2.32590E+01
 5.21000E+02, 2.42440E+01
 5.22000E+02, 2.50133E+01
 5.23000E+02, 2.46323E+01
 5.24000E+02, 2.41523E+01
 5.25000E+02, 2.58063E+01
 5.26000E+02, 2.43376E+01
 5.27000E+02, 2.47351E+01
 5.28000E+02, 2.37614E+01
 5.29000E+02, 2.50198E+01
 5.30000E+02, 2.45326E+01
 5.31000E+02, 2.49828E+01
 5.32000E+02, 2.40011E+01
 5.33000E+02, 2.46567E+01
 5.34000E+02, 2.48412E+01
 5.35000E+02, 2.27618E+01
 5.36000E+02, 2.31364E+01
 5.37000E+02, 2.55040E+01
 5.38000E+02, 2.21914E+01
 5.39000E+02, 2.49938E+01
 5.40000E+02, 2.43762E+01
 5.41000E+02, 2.36260E+01
 5.42000E+02, 2.55304E+01
 5.43000E+02, 2.26223E+01
 5.44000E+02, 2.34999E+01
 5.45000E+02, 2.46589E+01
 5.46000E+02, 2.50793E+01
 5.47000E+02, 2.38560E+01
 5.48000E+02, 2.42018E+01
 5.49000E+02, 2.25839E+01
 5.50000E+02, 2.36591E+01
 5.51000E+02, 2.47644E+01
 5.52000E+02, 2.57005E+01
 5.53000E+02, 2.54170E+01
 5.54000E+02, 2.51372E+01
 5.55000E+02, 2.53429E+01
 5.56000E+02, 2.32938E+01
 5.57000E+02, 2.38189E+01
 5.58000E+02, 2.28146E+01
 5.59000E+02, 2.25537E+01
 5.60000E+02, 2.38384E+01
 5.61000E+02, 2.45850E+01
 5.62000E+02, 2.42706E+01
 5.63000E+02, 2.53825E+01
 5.64000E+02, 2.29016E+01
 5.65000E+02, 2.33747E+01
 5.66000E+02, 2.57557E+01
 5.67000E+02, 2.52378E+01
 5.68000E+02, 2.46581E+01
 5.69000E+02, 2.28701E+01
 5.70000E+02, 2.41506E+01
 5.71000E+02, 2.48611E+01
 5.72000E+02, 2.29035E+01
 5.73000E+02, 2.35835E+01
 5.74000E+02, 1.54956E+01
 5.75000E+02, 2.43582E+01
 5.76000E+02, 2.35767E+01
 5.77000E+02, 2.25284E+01
 5.78000E+02, 2.31811E+01
 5.79000E+02, 2.40580E+01
 5.80000E+02, 2.34678E+01
 5.81000E+02, 2.20860E+01
 5.82000E+02, 2.26576E+01
 5.83000E+02, 2.28655E+01
 5.84000E+02, 2.35026E+01
 5.85000E+02, 2.33473E+01
 5.86000E+02, 2.34549E+01
 5.87000E+02, 2.35010E+01
 5.88000E+02, 2.43006E+01
 5.89000E+02, 2.28377E+01
 5.90000E+02, 2.24268E+01
 5.91000E+02, 2.38991E+01
 5.92000E+02, 2.24166E+01
 5.93000E+02, 2.24144E+01
 5.94000E+02, 2.22321E+01
 5.95000E+02, 2.20268E+01
 5.96000E+02, 2.17933E+01
 5.97000E+02, 2.24176E+01
 5.98000E+02, 2.27081E+01
 5.99000E+02, 2.34673E+01
 6.00000E+02, 2.45822E+01
 6.01000E+02, 2.17684E+01
 6.02000E+02, 2.20779E+01
 6.03000E+02, 2.27698E+01
 6.04000E+02, 2.29445E+01
 6.05000E+02, 2.28785E+01
 6.06000E+02, 2.19312E+01
 6.07000E+02, 2.36534E+01
 6.08000E+02, 2.31545E+01
 6.09000E+02, 2.35860E+01
 6.10000E+02, 2.28204E+01
 6.11000E+02, 2.14684E+01
 6.12000E+02, 2.33960E+01
