//Exported ASCII-File
[Header]
FileName = D:\User\WITec\Measurements\Romane\APTMS_DROPLETS.wip_2.wip
GraphName = 3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: x0(4))
SizeX = 1
SizeY = 1
SizeGraph = 720
PositionUnit = µm
PositionX = 1071.7
PositionY = -10932.9
PositionZ = 93.68775
XAxisUnit = P
DataUnit = rel. 1/cm

[Data]
X-Axis,3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: x0(4))
P,rel. 1/cm
 6.65000E+02, 0.00000E+00
 6.66000E+02, 3.41195E+03
 6.67000E+02, 0.00000E+00
 6.68000E+02, 3.39143E+03
 6.69000E+02, 0.00000E+00
 6.70000E+02, 3.40853E+03
 6.71000E+02, 0.00000E+00
 6.72000E+02, 0.00000E+00
 6.73000E+02, 3.41027E+03
 6.74000E+02, 3.41278E+03
 6.75000E+02, 3.41392E+03
 6.76000E+02, 0.00000E+00
 6.77000E+02, 3.40830E+03
 6.78000E+02, 0.00000E+00
 6.79000E+02, 0.00000E+00
 6.80000E+02, 3.40704E+03
 6.81000E+02, 0.00000E+00
 6.82000E+02, 0.00000E+00
 6.83000E+02, 3.41325E+03
 6.84000E+02, 0.00000E+00
 6.85000E+02, 3.40613E+03
 6.86000E+02, 0.00000E+00
 6.87000E+02, 0.00000E+00
 6.88000E+02, 0.00000E+00
 6.89000E+02, 0.00000E+00
 6.90000E+02, 3.36462E+03
 6.91000E+02, 0.00000E+00
 6.92000E+02, 0.00000E+00
 6.93000E+02, 0.00000E+00
 6.94000E+02, 0.00000E+00
